first_name,last_name,city,state,shirt_or_hat,quiz_points,team,signup,id_number,company,state_name,state_abbrev,region,division
Arizona,AZ,West,Mountain,Jose,Hunt,Phoenix,AZ,hat,90,blue,2014-06-29,10146,Zemlak-Halvorson
Arizona,AZ,West,Mountain,Julie,Day,Gilbert,AZ,shirt,20,green,2014-02-12,10471,"Kris, Shields and Mills"
Arizona,AZ,West,Mountain,Michelle,Hawkins,Phoenix,AZ,hat,90,red,2016-01-03,10268,"Emard, Gulgowski and Wolf"
Arizona,AZ,West,Mountain,Paul,Williamson,Apache Junction,AZ,hat,40,green,2014-12-08,9517,Rohan and Sons
Arizona,AZ,West,Mountain,Randy,Day,Phoenix,AZ,hat,10,blue,2015-08-23,10266,Schowalter and Sons
Arizona,AZ,West,Mountain,Shawn,Ryan,Tucson,AZ,hat,90,red,2015-03-10,10082,Larson LLC
Arizona,AZ,West,Mountain,Stephen,Howard,Phoenix,AZ,shirt,70,red,2016-02-03,9773,Lesch-Kovacek
Arkansas,AR,South,West South Central,Barbara,Garza,North Little Rock,AR,shirt,80,red,2016-04-16,9905,Lang Inc
Arkansas,AR,South,West South Central,Bonnie,Sanchez,Fort Smith,AR,shirt,10,blue,2016-07-22,9741,Brekke-Romaguera
Arkansas,AR,South,West South Central,Jane,Lopez,North Little Rock,AR,hat,20,red,2014-06-28,10337,Deckow-Lehner
Arkansas,AR,South,West South Central,Jose,Cooper,North Little Rock,AR,hat,90,red,2015-09-15,9698,Glover and Sons
Arkansas,AR,South,West South Central,Louise,Knight,Fort Smith,AR,hat,30,blue,2014-04-12,9579,Windler-Ondricka
Arkansas,AR,South,West South Central,Michelle,Marshall,Little Rock,AR,hat,90,blue,2014-11-14,10080,Dach Group
Arthur,Bishop,Tacoma,WA,hat,20,green,2014-10-22,9706,"Grady, Ruecker and Howell",Washington,WA,West,Pacific
Arthur,Carroll,Birmingham,AL,hat,60,green,2013-11-22,10066,O'Conner and Sons,Alabama,AL,South,East South Central
Arthur,Dunn,Indianapolis,IN,hat,70,red,2015-07-18,10145,"Ledner, Kuvalis and Bogan",Indiana,IN,Northeast,East North Central
Arthur,Lawson,Salt Lake City,UT,shirt,60,red,2016-04-22,10304,Little-Botsford,Utah,UT,West,Mountain
Ashley,Burton,Milwaukee,WI,hat,80,red,2016-04-30,9815,Lemke Inc,Wisconsin,WI,Midwest,East North Central
Ashley,Fisher,Saint Paul,MN,shirt,40,blue,2016-07-18,9957,Keeling and Sons,Minnesota,MN,Midwest,West North Central
Ashley,Franklin,Ventura,CA,shirt,90,green,2014-11-01,10408,Bahringer LLC,California,CA,West,Pacific
Ashley,Harper,Nashville,TN,shirt,20,blue,2015-08-20,9729,"Lockman, Goodwin and Waelchi",Tennessee,TN,South,East South Central
Ashley,Ramirez,Buffalo,NY,hat,100,green,2015-08-19,10147,Russel LLC,New York,NY,Northeast,Middle Atlantic
Ashley,Reid,San Diego,CA,shirt,90,green,2016-01-29,10303,Runolfsson-Emard,California,CA,West,Pacific
Ashley,Rice,Irvine,CA,hat,50,blue,2015-03-14,10248,"Heidenreich, Renner and Schulist",California,CA,West,Pacific
Ashley,Riley,Baltimore,MD,shirt,30,green,2015-12-08,10234,"Macejkovic, Marks and Stamm",Maryland,MD,South,South Atlantic
Ashley,Washington,Cincinnati,OH,hat,90,green,2016-01-04,10429,"Gerlach, Heaney and Murazik",Ohio,OH,Midwest,East North Central
Barbara,Bryant,San Diego,CA,hat,90,red,2014-10-01,10220,Jerde Inc,California,CA,West,Pacific
Barbara,Garza,North Little Rock,AR,shirt,80,red,2016-04-16,9905,Lang Inc,Arkansas,AR,South,West South Central
Barbara,Howard,Sacramento,CA,shirt,90,red,2014-06-14,10241,Collier and Sons,California,CA,West,Pacific
Barbara,Hunt,El Paso,TX,shirt,90,red,2015-04-17,9923,,Texas,TX,South,West South Central
Barbara,Ortiz,Los Angeles,CA,shirt,100,green,2015-08-16,9541,"Smitham, Kertzmann and Leffler",California,CA,West,Pacific
Benjamin,Bowman,Orlando,FL,shirt,20,green,2016-09-09,9676,Sauer LLC,Florida,FL,South,South Atlantic
Benjamin,Duncan,Hollywood,FL,hat,50,red,2014-04-19,10139,Bailey and Sons,Florida,FL,South,South Atlantic
Benjamin,Hernandez,Garden Grove,CA,hat,80,green,2014-10-29,10093,Wintheiser and Sons,California,CA,West,Pacific
Benjamin,Sims,Durham,NC,shirt,40,blue,2015-09-11,10269,Harvey LLC,North Carolina,NC,South,South Atlantic
Benjamin,Thompson,Elmira,NY,shirt,100,red,2016-07-27,10055,"Kuphal, Pouros and Weimann",New York,NY,Northeast,Middle Atlantic
Betty,Hall,Oakland,CA,shirt,100,blue,2015-10-17,9831,"Schinner, Emard and Osinski",California,CA,West,Pacific
Betty,Welch,Aurora,CO,shirt,70,red,2014-04-20,10229,Zemlak-McDermott,Colorado,CO,West,Mountain
Betty,Wilson,New York City,NY,hat,80,blue,2015-12-22,9633,Wunsch-Stanton,New York,NY,Northeast,Middle Atlantic
Beverly,Garza,El Paso,TX,shirt,90,blue,2014-03-29,9873,Abernathy LLC,Texas,TX,South,West South Central
Beverly,Hudson,Kansas City,KS,hat,100,blue,2016-01-16,9897,Ruecker-Moen,Kansas,KS,Midwest,West North Central
Billy,Banks,San Francisco,CA,shirt,90,green,2016-08-27,10315,Bauch-Kuhn,California,CA,West,Pacific
Billy,Gray,Columbia,SC,hat,90,green,2015-05-24,9628,"Hettinger, Corwin and Kautzer",South Carolina,SC,South,South Atlantic
Billy,Marshall,Salinas,CA,shirt,90,red,2015-09-17,9578,Heidenreich-Reynolds,California,CA,West,Pacific
Bobby,Frazier,Fort Worth,TX,shirt,40,red,2014-05-11,10307,Bernier-Rippin,Texas,TX,South,West South Central
Bobby,Garrett,Shawnee Mission,KS,hat,100,red,2015-11-14,9830,"Labadie, Legros and Reichert",Kansas,KS,Midwest,West North Central
Bobby,Lynch,Oakland,CA,shirt,80,green,2014-08-29,9844,"Predovic, Witting and Koepp",California,CA,West,Pacific
Bobby,Stewart,Dayton,OH,hat,70,blue,2016-04-28,10155,,Ohio,OH,Midwest,East North Central
Bonnie,Brooks,Bridgeport,CT,hat,90,green,2015-05-15,9511,Terry-Weber,Connecticut,CT,Northeast,New England
Bonnie,Gibson,Boston,MA,hat,90,blue,2014-10-26,9966,"Torphy, Sporer and Moore",Massachusetts,MA,Northeast,New England
Bonnie,Olson,Rochester,NY,hat,80,blue,2015-07-29,10395,,New York,NY,Northeast,Middle Atlantic
Bonnie,Sanchez,Fort Smith,AR,shirt,10,blue,2016-07-22,9741,Brekke-Romaguera,Arkansas,AR,South,West South Central
Bonnie,Willis,Saint Petersburg,FL,shirt,80,red,2016-07-11,10394,Howell Inc,Florida,FL,South,South Atlantic
Brandon,Green,Shawnee Mission,KS,hat,90,blue,2014-07-26,10125,Hintz-Tillman,Kansas,KS,Midwest,West North Central
Brandon,Greene,Naples,FL,hat,10,green,2015-11-15,10327,Erdman-Nolan,Florida,FL,South,South Atlantic
Brandon,Hayes,Raleigh,NC,shirt,50,red,2016-01-24,9974,West-Hintz,North Carolina,NC,South,South Atlantic
Brandon,Hicks,Dallas,TX,hat,90,green,2016-05-04,10036,Rice Inc,Texas,TX,South,West South Central
Brandon,Jackson,Alhambra,CA,shirt,90,green,2015-04-15,10480,Wyman-Hintz,California,CA,West,Pacific
Brandon,Lopez,Columbus,OH,hat,30,red,2015-08-08,10310,"Klocko, Bahringer and Funk",Ohio,OH,Midwest,East North Central
Brandon,Morris,Jackson,MS,hat,80,blue,2016-01-05,10434,,Mississippi,MS,South,East South Central
Brandon,Perkins,Kansas City,MO,shirt,70,red,2015-06-02,10184,Miller-Kirlin,Missouri,MO,Midwest,West North Central
Brenda,Brooks,Pittsburgh,PA,hat,100,green,2015-09-20,10474,Marks-Hintz,Pennsylvania,PA,Northeast,Middle Atlantic
Brenda,Brooks,Wichita,KS,shirt,90,green,2016-04-06,10441,Will LLC,Kansas,KS,Midwest,West North Central
Brenda,Green,Birmingham,AL,shirt,100,red,2016-04-20,10148,Hilll Inc,Alabama,AL,South,East South Central
Brenda,Miller,Cincinnati,OH,hat,100,blue,2013-11-29,9744,Schmeler-Miller,Ohio,OH,Midwest,East North Central
Brenda,Owens,Nashville,TN,hat,40,green,2014-11-30,10432,,Tennessee,TN,South,East South Central
Brian,Berry,Mobile,AL,shirt,80,red,2014-12-28,10334,"Senger, Bashirian and O'Hara",Alabama,AL,South,East South Central
Brian,Bowman,Pompano Beach,FL,hat,80,green,2014-11-22,10414,Dickinson-Daugherty,Florida,FL,South,South Atlantic
Brian,Bradley,Kansas City,MO,hat,80,blue,2016-06-07,10455,,Missouri,MO,Midwest,West North Central
Brian,Carter,Philadelphia,PA,shirt,40,green,2014-11-16,9688,Gutmann Group,Pennsylvania,PA,Northeast,Middle Atlantic
Brian,Frazier,Huntington,WV,hat,80,red,2014-04-20,10163,"Heller, Balistreri and Mraz",West Virginia,WV,South,South Atlantic
Brian,George,Lake Worth,FL,hat,70,red,2014-03-10,9515,"Stehr, Windler and MacGyver",Florida,FL,South,South Atlantic
Brian,Matthews,Philadelphia,PA,hat,20,green,2016-08-12,10024,Toy and Sons,Pennsylvania,PA,Northeast,Middle Atlantic
Brian,Palmer,Fresno,CA,shirt,30,red,2016-02-02,9572,,California,CA,West,Pacific
Brian,Stevens,Shreveport,LA,shirt,80,blue,2014-02-23,10305,Konopelski-Kirlin,Louisiana,LA,South,West South Central
Bruce,King,Wichita,KS,hat,10,red,2016-01-19,10331,"Yundt, McCullough and Gleichner",Kansas,KS,Midwest,West North Central
Bruce,Mills,Alexandria,VA,shirt,90,blue,2014-10-03,10254,Ankunding and Sons,Virginia,VA,South,South Atlantic
Bruce,Phillips,West Palm Beach,FL,hat,100,red,2015-10-21,9692,Jacobson-Bins,Florida,FL,South,South Atlantic
Bruce,Ross,Stockton,CA,hat,50,red,2014-12-06,10070,"Schaden, Grant and Hoeger",California,CA,West,Pacific
Bruce,Stone,Lynn,MA,hat,100,blue,2016-04-09,9891,Baumbach and Sons,Massachusetts,MA,Northeast,New England
Bruce,Wallace,Raleigh,NC,hat,50,red,2016-03-01,10076,"Towne, Mueller and Gusikowski",North Carolina,NC,South,South Atlantic
California,CA,West,Pacific,Albert,Lawson,San Francisco,CA,hat,80,blue,2016-10-21,9615,"Kessler, Stamm and Dickinson"
California,CA,West,Pacific,Angela,Elliott,Fullerton,CA,shirt,90,red,2014-12-03,10013,Doyle-Murazik
California,CA,West,Pacific,Anna,Jackson,Visalia,CA,hat,80,blue,2013-11-30,10458,Jakubowski Inc
California,CA,West,Pacific,Ashley,Franklin,Ventura,CA,shirt,90,green,2014-11-01,10408,Bahringer LLC
California,CA,West,Pacific,Ashley,Reid,San Diego,CA,shirt,90,green,2016-01-29,10303,Runolfsson-Emard
California,CA,West,Pacific,Ashley,Rice,Irvine,CA,hat,50,blue,2015-03-14,10248,"Heidenreich, Renner and Schulist"
California,CA,West,Pacific,Barbara,Bryant,San Diego,CA,hat,90,red,2014-10-01,10220,Jerde Inc
California,CA,West,Pacific,Barbara,Howard,Sacramento,CA,shirt,90,red,2014-06-14,10241,Collier and Sons
California,CA,West,Pacific,Barbara,Ortiz,Los Angeles,CA,shirt,100,green,2015-08-16,9541,"Smitham, Kertzmann and Leffler"
California,CA,West,Pacific,Benjamin,Hernandez,Garden Grove,CA,hat,80,green,2014-10-29,10093,Wintheiser and Sons
California,CA,West,Pacific,Betty,Hall,Oakland,CA,shirt,100,blue,2015-10-17,9831,"Schinner, Emard and Osinski"
California,CA,West,Pacific,Billy,Banks,San Francisco,CA,shirt,90,green,2016-08-27,10315,Bauch-Kuhn
California,CA,West,Pacific,Billy,Marshall,Salinas,CA,shirt,90,red,2015-09-17,9578,Heidenreich-Reynolds
California,CA,West,Pacific,Bobby,Lynch,Oakland,CA,shirt,80,green,2014-08-29,9844,"Predovic, Witting and Koepp"
California,CA,West,Pacific,Brandon,Jackson,Alhambra,CA,shirt,90,green,2015-04-15,10480,Wyman-Hintz
California,CA,West,Pacific,Brian,Palmer,Fresno,CA,shirt,30,red,2016-02-02,9572,
California,CA,West,Pacific,Bruce,Ross,Stockton,CA,hat,50,red,2014-12-06,10070,"Schaden, Grant and Hoeger"
California,CA,West,Pacific,Carlos,Chapman,Los Angeles,CA,hat,30,red,2016-03-27,10454,"Bernier, Kling and Lindgren"
California,CA,West,Pacific,Carlos,Gray,Garden Grove,CA,hat,80,red,2016-01-08,9548,Johnston-Labadie
California,CA,West,Pacific,Carlos,Hanson,San Francisco,CA,shirt,50,red,2014-01-26,10382,
California,CA,West,Pacific,Carol,Robinson,Fresno,CA,shirt,80,green,2015-01-20,10420,"Bauch, Rohan and Davis"
California,CA,West,Pacific,Charles,Green,Los Angeles,CA,hat,90,green,2014-12-27,10081,Lehner-Lubowitz
California,CA,West,Pacific,Cheryl,Kim,Pasadena,CA,shirt,100,red,2015-01-18,9941,Pagac-Harris
California,CA,West,Pacific,Daniel,Williamson,San Francisco,CA,shirt,30,red,2014-05-24,9758,Hand LLC
California,CA,West,Pacific,Daniel,Woods,Glendale,CA,shirt,70,blue,2016-06-27,10062,Weber Inc
California,CA,West,Pacific,Deborah,Johnston,Pasadena,CA,hat,20,blue,2015-05-20,10032,
California,CA,West,Pacific,Deborah,Lee,San Francisco,CA,hat,50,green,2014-09-03,9679,Langosh and Sons
California,CA,West,Pacific,Denise,Lawson,San Francisco,CA,shirt,80,green,2015-07-25,9943,Mohr and Sons
California,CA,West,Pacific,Dennis,Gordon,Richmond,CA,shirt,70,blue,2015-11-12,10011,Beier-Wintheiser
